id,text,intent,intent_label_tr,target_path,split,language,provenance
tp-07-020,yüzde 100 şarj durumunda elektrikli araç bataryası nasıl kontrol edilir?,BATTERY_HEALTH,Batarya sağlığı,/blog/elektrikli-arac-pil-omru,validation,tr,synthetic-editorial
tp-08-017,bakım elektrikli araç sahip olma maliyetini nasıl değiştirir?,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,validation,tr,synthetic-editorial
tp-08-018,bakım hesaba katıldığında elektrikli araç mantıklı mı?,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,validation,tr,synthetic-editorial
tp-08-019,sigorta ve vergi için elektrikli araç toplam maliyetini hesapla,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,validation,tr,synthetic-editorial
tp-08-020,sigorta ve vergi elektrikli araç sahip olma maliyetini nasıl değiştirir?,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,validation,tr,synthetic-editorial
tp-01-021,Konya çevresinde uygun soketli şarj istasyonu arıyorum,FIND_STATION,İstasyon bulma,/harita,test,tr,synthetic-editorial
tp-01-022,Kocaeli içinde yakınımdaki elektrikli araç şarj istasyonu nerede?,FIND_STATION,İstasyon bulma,/harita,test,tr,synthetic-editorial
tp-01-023,Kocaeli için DC hızlı şarj noktalarını göster,FIND_STATION,İstasyon bulma,/harita,test,tr,synthetic-editorial
tp-01-024,Kocaeli çevresinde uygun soketli şarj istasyonu arıyorum,FIND_STATION,İstasyon bulma,/harita,test,tr,synthetic-editorial
tp-02-021,halka açık şarj maliyetinde hangi kalemleri kontrol etmeliyim?,COMPARE_PRICE,Şarj fiyatı karşılaştırma,/blog/elektrikli-arac-sarj-fiyatlari,test,tr,synthetic-editorial
tp-02-022,operatör tarifeleri fiyatlarını nasıl karşılaştırabilirim?,COMPARE_PRICE,Şarj fiyatı karşılaştırma,/blog/elektrikli-arac-sarj-fiyatlari,test,tr,synthetic-editorial
tp-02-023,operatör tarifeleri için kWh başına ücretleri karşılaştır,COMPARE_PRICE,Şarj fiyatı karşılaştırma,/blog/elektrikli-arac-sarj-fiyatlari,test,tr,synthetic-editorial
tp-02-024,operatör tarifeleri maliyetinde hangi kalemleri kontrol etmeliyim?,COMPARE_PRICE,Şarj fiyatı karşılaştırma,/blog/elektrikli-arac-sarj-fiyatlari,test,tr,synthetic-editorial
tp-03-021,Samsun-Trabzon güzergâhında menzile uygun hızlı şarj noktaları hangileri?,ROUTE_PLANNING,EV rota planlama,/harita,test,tr,synthetic-editorial
tp-03-022,Gaziantep-Adana elektrikli araç rotasında nerede şarj etmeliyim?,ROUTE_PLANNING,EV rota planlama,/harita,test,tr,synthetic-editorial
tp-03-023,Gaziantep-Adana yolculuğu için şarj duraklarını planla,ROUTE_PLANNING,EV rota planlama,/harita,test,tr,synthetic-editorial
tp-03-024,Gaziantep-Adana güzergâhında menzile uygun hızlı şarj noktaları hangileri?,ROUTE_PLANNING,EV rota planlama,/harita,test,tr,synthetic-editorial
tp-04-021,300 kW yazsa da aracım neden daha yavaş şarj oluyor?,CHARGING_SPEED,Şarj süresi ve güç,/blog/dc-sarj-suresi,test,tr,synthetic-editorial
tp-04-022,350 kW DC istasyonda yüzde 10-80 şarj ne kadar sürer?,CHARGING_SPEED,Şarj süresi ve güç,/blog/dc-sarj-suresi,test,tr,synthetic-editorial
tp-04-023,350 kW şarj gücü gerçek şarj süresini nasıl etkiler?,CHARGING_SPEED,Şarj süresi ve güç,/blog/dc-sarj-suresi,test,tr,synthetic-editorial
tp-04-024,350 kW yazsa da aracım neden daha yavaş şarj oluyor?,CHARGING_SPEED,Şarj süresi ve güç,/blog/dc-sarj-suresi,test,tr,synthetic-editorial
tp-05-021,İki elektrikli otomobil arasında garanti farkını nasıl yorumlarım?,VEHICLE_COMPARISON,Elektrikli araç karşılaştırma,/karsilastirma,test,tr,synthetic-editorial
tp-05-022,Elektrikli araçları toplam sahip olma maliyeti açısından karşılaştır,VEHICLE_COMPARISON,Elektrikli araç karşılaştırma,/karsilastirma,test,tr,synthetic-editorial
tp-05-023,"toplam sahip olma maliyeti benim için önemli, hangi elektrikli araçları kıyaslamalıyım?",VEHICLE_COMPARISON,Elektrikli araç karşılaştırma,/karsilastirma,test,tr,synthetic-editorial
tp-05-024,İki elektrikli otomobil arasında toplam sahip olma maliyeti farkını nasıl yorumlarım?,VEHICLE_COMPARISON,Elektrikli araç karşılaştırma,/karsilastirma,test,tr,synthetic-editorial
tp-06-021,açık otopark için evde şarj maliyetini nasıl hesaplarım?,HOME_CHARGING,Evde şarj ve wallbox,/blog/elektrikli-arac-sarj-unitesi-fiyatlari,test,tr,synthetic-editorial
tp-06-022,kiralık konut için elektrikli araç şarj ünitesi nasıl kurulur?,HOME_CHARGING,Evde şarj ve wallbox,/blog/elektrikli-arac-sarj-unitesi-fiyatlari,test,tr,synthetic-editorial
tp-06-023,kiralık konut wallbox kurulumunda hangi elektrik altyapısı gerekir?,HOME_CHARGING,Evde şarj ve wallbox,/blog/elektrikli-arac-sarj-unitesi-fiyatlari,test,tr,synthetic-editorial
tp-06-024,kiralık konut için evde şarj maliyetini nasıl hesaplarım?,HOME_CHARGING,Evde şarj ve wallbox,/blog/elektrikli-arac-sarj-unitesi-fiyatlari,test,tr,synthetic-editorial
tp-07-021,yüzde 100 şarj için batarya kapasite kaybını nasıl yorumlamalıyım?,BATTERY_HEALTH,Batarya sağlığı,/blog/elektrikli-arac-pil-omru,test,tr,synthetic-editorial
tp-07-022,batarya garantisi batarya sağlığını nasıl etkiler?,BATTERY_HEALTH,Batarya sağlığı,/blog/elektrikli-arac-pil-omru,test,tr,synthetic-editorial
tp-07-023,batarya garantisi durumunda elektrikli araç bataryası nasıl kontrol edilir?,BATTERY_HEALTH,Batarya sağlığı,/blog/elektrikli-arac-pil-omru,test,tr,synthetic-editorial
tp-07-024,batarya garantisi için batarya kapasite kaybını nasıl yorumlamalıyım?,BATTERY_HEALTH,Batarya sağlığı,/blog/elektrikli-arac-pil-omru,test,tr,synthetic-editorial
tp-08-021,sigorta ve vergi hesaba katıldığında elektrikli araç mantıklı mı?,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,test,tr,synthetic-editorial
tp-08-022,ikinci el değeri için elektrikli araç toplam maliyetini hesapla,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,test,tr,synthetic-editorial
tp-08-023,ikinci el değeri elektrikli araç sahip olma maliyetini nasıl değiştirir?,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,test,tr,synthetic-editorial
tp-08-024,ikinci el değeri hesaba katıldığında elektrikli araç mantıklı mı?,OWNERSHIP_COST,Sahip olma maliyeti,/raporlar,test,tr,synthetic-editorial
